Team,Opponent,Date,Time,Location,Score,GF,GA,Result,IsHome,EventID,GroupID,SourceURL
Polaris Soccer Club Polaris SC 18B Navy,Delaware Knights Delaware Knights 2018 BU08,,,,,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Polaris Soccer Club Polaris SC 18B Navy,Columbus Force SC CE 2018B Net Ninjas,,,,,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Polaris Soccer Club Polaris SC 18B Navy,Johnstown FC Johnstown FC 2018 Boys,,,,,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Polaris Soccer Club Polaris SC 18B Navy,Upper Arlington United UAU 2018 BU U8 BLACK,,,,,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Polaris Soccer Club Polaris SC 18B Navy,Elite FC Elite FC 2018 Boys Liverpool,,,,,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Polaris Soccer Club Polaris SC 18B Navy,LFC United LFC United 2018 B Elite,,,,,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Polaris Soccer Club Polaris SC 18B Navy,Club Ohio Club Ohio West 18B Academy II,,,,,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Polaris Soccer Club Polaris SC 18B Navy,Northwest FC Northwest FC 2018B Academy Blue,,,,,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Polaris Soccer Club Polaris SC 18B Navy,Dublin United Soccer Club DUSC Sharks 2018 Boys,,,,,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Polaris Soccer Club Polaris SC 18B Navy,Grove City Kids Association GCKA 2018B,,,,,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Polaris Soccer Club Polaris SC 18B Navy,Elite FC Elite FC 2018 Boys Tottenham,,,,,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Polaris Soccer Club Polaris SC 18B Navy,Club Oranje Club Oranje Raptors 2018 BU08 Navy,,,,,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Polaris Soccer Club Polaris SC 18B Navy,LFC United LFC United 2018 B Elite 2,,,,,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Polaris Soccer Club Polaris SC 18B Navy,Worthington United WSP Hawkeyes Blue SC 2018 Boys,,,,,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Polaris Soccer Club Polaris SC 18B Navy,Zanesville Arsenal SC Zanesville Arsenal SC 2018B,,,,,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Polaris Soccer Club Polaris SC 18B Navy,Pride Soccer Club Pride SC 2019/2018 Boys Copa,,,,,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Polaris Soccer Club Polaris SC 18B Navy,Pataskala Futbol Club Extreme (PFC Extreme) PFC Extreme U8B Black,,,,,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Polaris Soccer Club Polaris SC 18B Navy,Lancaster Select Soccer Association (LSSA) LSSA 2018 Boys,,,,,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Polaris Soccer Club Polaris SC 18B Navy,Barcelona United Barcelona United Elite II 18B,,,,,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Polaris Soccer Club Polaris SC 18B Navy,NASA Xtabi NASA Xtabi 2018 Boys,,,,,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Polaris Soccer Club Polaris SC 18B Navy,Sporting Columbus Sporting Columbus Boys 2018 II,,"Dec 25, 20251:00 PM – 1:55 PM ESTCanceled",Gahanna - Thompson Park - TP-06 (Thompson Park Ga) 7v7,-,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Polaris Soccer Club Polaris SC 18B Navy,Johnstown FC Johnstown FC 2018 Boys,,"Dec 25, 20254:40 PM – 5:35 PM ESTCanceled",Delaware - Smith Park - SMP-04 (Smith Park) 7v7,-,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Polaris Soccer Club Polaris SC 18B Navy,Delaware Knights Delaware Knights 2018 BU08,,"Dec 25, 20256:00 PM – 6:55 PM ESTCanceled",Delaware - Blast FC Fields - Blast FC Field 1 (7v7),-,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Polaris Soccer Club Polaris SC 18B Navy,Dublin United Soccer Club DUSC Sharks 2018 Boys,,"Dec 25, 202511:00 AM – 11:55 AM ESTCanceled",Hiliard - Hilliard Athletic Complex - HAC-16 (7v7),-,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Polaris Soccer Club Polaris SC 18B Navy,Dublin United Soccer Club DUSC Nets 2016 Boys,,"Dec 25, 202511:20 AM – 12:15 PM ESTCanceled",Worthington Dummy - Dummy,-,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Polaris Soccer Club Polaris SC 18B Navy,Dublin United Soccer Club DUSC Sharks 2018 Boys,,"Dec 25, 20256:30 PM – 7:25 PM ESTCanceled",Hiliard - Hilliard Athletic Complex - TBD,-,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Polaris Soccer Club Polaris SC 18B Navy,Old Town Soccer Club OTSC 2018 Boys,,"Dec 25, 20253:05 PM – 4:00 PM ESTCanceled",Newark Alford Reese Park - AR-20 (Alford-Reese Pk.) 5v5,-,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Polaris Soccer Club Polaris SC 18B Navy,Granville United FC Granville United FC 2018 Boys,,"Dec 25, 20256:00 PM – 6:55 PM ESTCanceled",Newark Alford Reese Park - AR-12 (Alford-Reese Pk.) 5v5,-,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Dublin United Soccer Club DUSC Sharks 2018 Boys,Blast FC Soccer Academy Blast FC 2018B,,,,,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Dublin United Soccer Club DUSC Sharks 2018 Boys,Polaris Soccer Club Polaris SC 18B Navy,,,,,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Dublin United Soccer Club DUSC Sharks 2018 Boys,Sporting Columbus Sporting Columbus Boys 2018 II,,,,,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Dublin United Soccer Club DUSC Sharks 2018 Boys,Delaware Knights Delaware Knights 2018 BU08,,,,,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Dublin United Soccer Club DUSC Sharks 2018 Boys,Columbus Force SC CE 2018B Net Ninjas,,,,,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Dublin United Soccer Club DUSC Sharks 2018 Boys,Johnstown FC Johnstown FC 2018 Boys,,,,,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Dublin United Soccer Club DUSC Sharks 2018 Boys,Upper Arlington United UAU 2018 BU U8 BLACK,,,,,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Dublin United Soccer Club DUSC Sharks 2018 Boys,Elite FC Elite FC 2018 Boys Liverpool,,,,,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Dublin United Soccer Club DUSC Sharks 2018 Boys,LFC United LFC United 2018 B Elite,,,,,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Dublin United Soccer Club DUSC Sharks 2018 Boys,Club Ohio Club Ohio West 18B Academy II,,,,,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Dublin United Soccer Club DUSC Sharks 2018 Boys,Northwest FC Northwest FC 2018B Academy Blue,,,,,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Dublin United Soccer Club DUSC Sharks 2018 Boys,,,,,,,,,True,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Dublin United Soccer Club DUSC Sharks 2018 Boys,Grove City Kids Association GCKA 2018B,,,,,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Dublin United Soccer Club DUSC Sharks 2018 Boys,Elite FC Elite FC 2018 Boys Tottenham,,,,,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Dublin United Soccer Club DUSC Sharks 2018 Boys,Club Oranje Club Oranje Raptors 2018 BU08 Navy,,,,,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Dublin United Soccer Club DUSC Sharks 2018 Boys,LFC United LFC United 2018 B Elite 2,,,,,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Dublin United Soccer Club DUSC Sharks 2018 Boys,Worthington United WSP Hawkeyes Blue SC 2018 Boys,,,,,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Dublin United Soccer Club DUSC Sharks 2018 Boys,Zanesville Arsenal SC Zanesville Arsenal SC 2018B,,,,,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Dublin United Soccer Club DUSC Sharks 2018 Boys,Pride Soccer Club Pride SC 2019/2018 Boys Copa,,,,,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Dublin United Soccer Club DUSC Sharks 2018 Boys,Pataskala Futbol Club Extreme (PFC Extreme) PFC Extreme U8B Black,,,,,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Dublin United Soccer Club DUSC Sharks 2018 Boys,Lancaster Select Soccer Association (LSSA) LSSA 2018 Boys,,,,,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Dublin United Soccer Club DUSC Sharks 2018 Boys,Barcelona United Barcelona United Elite II 18B,,,,,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Dublin United Soccer Club DUSC Sharks 2018 Boys,NASA Xtabi NASA Xtabi 2018 Boys,,,,,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Dublin United Soccer Club DUSC Sharks 2018 Boys,Sporting Columbus Sporting Columbus Boys 2018 II,,"Dec 25, 20251:00 PM – 1:55 PM ESTCanceled",Gahanna - Thompson Park - TP-06 (Thompson Park Ga) 7v7,-,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Dublin United Soccer Club DUSC Sharks 2018 Boys,Johnstown FC Johnstown FC 2018 Boys,,"Dec 25, 20254:40 PM – 5:35 PM ESTCanceled",Delaware - Smith Park - SMP-04 (Smith Park) 7v7,-,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Dublin United Soccer Club DUSC Sharks 2018 Boys,Delaware Knights Delaware Knights 2018 BU08,,"Dec 25, 20256:00 PM – 6:55 PM ESTCanceled",Delaware - Blast FC Fields - Blast FC Field 1 (7v7),-,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Dublin United Soccer Club DUSC Sharks 2018 Boys,,,"Dec 25, 202511:00 AM – 11:55 AM ESTCanceled",Hiliard - Hilliard Athletic Complex - HAC-16 (7v7),-,,,,True,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Dublin United Soccer Club DUSC Sharks 2018 Boys,Dublin United Soccer Club DUSC Nets 2016 Boys,,"Dec 25, 202511:20 AM – 12:15 PM ESTCanceled",Worthington Dummy - Dummy,-,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Dublin United Soccer Club DUSC Sharks 2018 Boys,,,"Dec 25, 20256:30 PM – 7:25 PM ESTCanceled",Hiliard - Hilliard Athletic Complex - TBD,-,,,,True,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Dublin United Soccer Club DUSC Sharks 2018 Boys,Old Town Soccer Club OTSC 2018 Boys,,"Dec 25, 20253:05 PM – 4:00 PM ESTCanceled",Newark Alford Reese Park - AR-20 (Alford-Reese Pk.) 5v5,-,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Dublin United Soccer Club DUSC Sharks 2018 Boys,Granville United FC Granville United FC 2018 Boys,,"Dec 25, 20256:00 PM – 6:55 PM ESTCanceled",Newark Alford Reese Park - AR-12 (Alford-Reese Pk.) 5v5,-,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Club Oranje Club Oranje Raptors 2018 BU08 Navy,Blast FC Soccer Academy Blast FC 2018B,,,,,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Club Oranje Club Oranje Raptors 2018 BU08 Navy,Polaris Soccer Club Polaris SC 18B Navy,,,,,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Club Oranje Club Oranje Raptors 2018 BU08 Navy,Sporting Columbus Sporting Columbus Boys 2018 II,,,,,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Club Oranje Club Oranje Raptors 2018 BU08 Navy,Delaware Knights Delaware Knights 2018 BU08,,,,,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Club Oranje Club Oranje Raptors 2018 BU08 Navy,Columbus Force SC CE 2018B Net Ninjas,,,,,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Club Oranje Club Oranje Raptors 2018 BU08 Navy,Johnstown FC Johnstown FC 2018 Boys,,,,,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Club Oranje Club Oranje Raptors 2018 BU08 Navy,Upper Arlington United UAU 2018 BU U8 BLACK,,,,,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Club Oranje Club Oranje Raptors 2018 BU08 Navy,Elite FC Elite FC 2018 Boys Liverpool,,,,,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Club Oranje Club Oranje Raptors 2018 BU08 Navy,LFC United LFC United 2018 B Elite,,,,,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Club Oranje Club Oranje Raptors 2018 BU08 Navy,Club Ohio Club Ohio West 18B Academy II,,,,,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Club Oranje Club Oranje Raptors 2018 BU08 Navy,Northwest FC Northwest FC 2018B Academy Blue,,,,,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Club Oranje Club Oranje Raptors 2018 BU08 Navy,Dublin United Soccer Club DUSC Sharks 2018 Boys,,,,,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Club Oranje Club Oranje Raptors 2018 BU08 Navy,Grove City Kids Association GCKA 2018B,,,,,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Club Oranje Club Oranje Raptors 2018 BU08 Navy,Elite FC Elite FC 2018 Boys Tottenham,,,,,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Club Oranje Club Oranje Raptors 2018 BU08 Navy,,,,,,,,,True,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Club Oranje Club Oranje Raptors 2018 BU08 Navy,LFC United LFC United 2018 B Elite 2,,,,,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Club Oranje Club Oranje Raptors 2018 BU08 Navy,Worthington United WSP Hawkeyes Blue SC 2018 Boys,,,,,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Club Oranje Club Oranje Raptors 2018 BU08 Navy,Zanesville Arsenal SC Zanesville Arsenal SC 2018B,,,,,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Club Oranje Club Oranje Raptors 2018 BU08 Navy,Pride Soccer Club Pride SC 2019/2018 Boys Copa,,,,,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Club Oranje Club Oranje Raptors 2018 BU08 Navy,Pataskala Futbol Club Extreme (PFC Extreme) PFC Extreme U8B Black,,,,,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Club Oranje Club Oranje Raptors 2018 BU08 Navy,Lancaster Select Soccer Association (LSSA) LSSA 2018 Boys,,,,,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Club Oranje Club Oranje Raptors 2018 BU08 Navy,Barcelona United Barcelona United Elite II 18B,,,,,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Club Oranje Club Oranje Raptors 2018 BU08 Navy,NASA Xtabi NASA Xtabi 2018 Boys,,,,,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Club Oranje Club Oranje Raptors 2018 BU08 Navy,Sporting Columbus Sporting Columbus Boys 2018 II,,"Dec 25, 20251:00 PM – 1:55 PM ESTCanceled",Gahanna - Thompson Park - TP-06 (Thompson Park Ga) 7v7,-,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Club Oranje Club Oranje Raptors 2018 BU08 Navy,Johnstown FC Johnstown FC 2018 Boys,,"Dec 25, 20254:40 PM – 5:35 PM ESTCanceled",Delaware - Smith Park - SMP-04 (Smith Park) 7v7,-,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
Club Oranje Club Oranje Raptors 2018 BU08 Navy,Delaware Knights Delaware Knights 2018 BU08,,"Dec 25, 20256:00 PM – 6:55 PM ESTCanceled",Delaware - Blast FC Fields - Blast FC Field 1 (7v7),-,,,,False,45535,418528,https://system.gotsport.com/org_event/events/45535/schedules?group=418528
